,frame,x_0,y_0,x_1,y_1,serving_label,name_1_label,name_2_label,score_1_label,score_2_label,name_1_label_polished,name_2_label_polished
16748,20958,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16749,20959,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16750,20960,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16751,20961,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16752,20962,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16753,20963,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16754,20964,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16755,20965,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16756,20966,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16757,20967,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16758,20968,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16759,20969,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16760,20970,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16761,20971,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16762,20972,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16763,20973,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16764,20974,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16765,20975,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16766,20976,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16767,20977,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16768,20978,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16769,20979,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16770,20980,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16771,20981,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16772,20982,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16773,20983,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16774,20984,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16775,20985,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16776,20986,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16777,20987,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16778,20988,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16779,20989,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16780,20990,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16781,20991,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16782,20992,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16783,20993,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16784,20994,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16785,20995,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16786,20996,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16787,20997,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16788,20998,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16789,20999,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16790,21000,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16791,21001,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16792,21002,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16793,21003,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16794,21004,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16795,21005,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16796,21006,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16797,21007,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16798,21008,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16799,21009,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16800,21010,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16801,21011,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16802,21012,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16803,21013,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16804,21014,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16805,21015,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16806,21016,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16807,21017,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-0,A. Mannarino,K. Nishikori
16808,21018,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16809,21019,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16810,21020,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16811,21021,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16812,21022,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16813,21023,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16814,21024,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16815,21025,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16816,21026,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16817,21027,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16818,21028,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16819,21029,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16820,21030,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16821,21031,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16822,21032,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16823,21033,193.27,905.74,534.89,994.75,name_1,Mannarino,Nishikori,5-3-30,7-3-15,A. Mannarino,K. Nishikori
16824,21095,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16825,21096,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16826,21097,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16827,21098,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16828,21099,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16829,21100,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16830,21101,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16831,21102,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16832,21103,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16833,21104,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16834,21105,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16835,21106,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16836,21107,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16837,21108,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16838,21109,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16839,21110,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16840,21111,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16841,21112,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16842,21113,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16843,21114,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16844,21115,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16845,21116,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16846,21117,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16847,21118,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16848,21119,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16849,21120,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16850,21121,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16851,21122,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16852,21123,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16853,21124,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16854,21125,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16855,21126,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16856,21127,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16857,21128,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16858,21129,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16859,21130,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16860,21131,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16861,21132,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16862,21133,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16863,21134,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16864,21135,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16865,21136,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16866,21137,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16867,21138,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16868,21139,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16869,21140,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16870,21141,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16871,21142,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16872,21143,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16873,21144,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16874,21145,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16875,21146,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16876,21147,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16877,21148,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16878,21149,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16879,21150,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16880,21151,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16881,21152,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16882,21153,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16883,21154,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16884,21155,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16885,21156,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16886,21157,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16887,21158,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16888,21159,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16889,21160,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16890,21161,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16891,21162,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16892,21163,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16893,21164,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16894,21165,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16895,21166,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16896,21167,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16897,21168,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16898,21169,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16899,21170,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16900,21171,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16901,21172,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16902,21173,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16903,21174,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16904,21175,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16905,21176,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16906,21177,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16907,21178,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16908,21179,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16909,21180,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16910,21181,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16911,21182,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16912,21183,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16913,21184,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16914,21185,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16915,21186,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16916,21187,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16917,21188,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16918,21189,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16919,21190,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16920,21191,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16921,21192,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16922,21193,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16923,21194,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16924,21195,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16925,21196,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16926,21197,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16927,21198,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16928,21199,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16929,21200,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16930,21201,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16931,21202,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16932,21203,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16933,21204,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16934,21205,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16935,21206,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16936,21207,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16937,21208,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16938,21209,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16939,21210,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16940,21211,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16941,21212,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16942,21213,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16943,21214,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16944,21215,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16945,21216,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16946,21217,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16947,21218,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16948,21219,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16949,21220,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16950,21221,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16951,21222,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16952,21223,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16953,21224,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
16954,21225,193.71,906.18,543.62,995.18,name_2,Cilic,Djokovic,5-7-4-40,7-6-3-40,M. Cilic,N. Djokovic
