frame_1,x_0,y_0,x_1,y_1,serving_label,name_1_label,name_2_label,score_1_label,score_2_label,frame_2,serving_pred,name_1_pred,name_2_pred,score_1_pred,score_2_pred
20014,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20014,name_2,Wawrinka,Federer,7-6-4,6-6-5
20015,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20015,name_2,Wawrinka,Federer,7-6-4,6-6-5
20016,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20016,name_2,Wawrinka,â,76-4,
20017,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20017,name_2,Wawrinka,None,7-6-4,None
20018,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20018,name_2,Wawrinka,Federer,7-6-4,6-6-5-4
20019,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20019,name_2,None,Federer,None,665
20020,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20020,name_2,None,Federer,None,665
20021,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20021,name_2,Wawrinka,Federer,7-6-4,6-6-5
20022,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20022,name_2,Wawrinka,Federer,7-6-4,6-6-5
20023,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20023,name_2,Wawrinka,Federer,7-6-4,6-6-5
20024,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20024,name_2,Wawrinka,Federer,7-6-4,6-6-5
20025,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20025,name_2,None,None,None,None
20026,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20026,name_2,Wawrinka,Federer,7-6-6-4-5,6-6-5
20027,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20027,name_2,Wawrinka,Federer,7-6-4-5,6-6-5
20028,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20028,name_2,Wawrinka,Federer,7-6-4-4,6-6-5
20029,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20029,name_2,Wawrinka,None,7-6-4,None
20030,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20030,name_2,Wawrinka,Federer,7-6-4,6-6-5
20031,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20031,name_2,Wawrinka,Federer,7-6-4,6-6-5
20032,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20032,name_2,None,Wawrinka,None,764
20033,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20033,name_1,_,Federer,,665
20034,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20034,name_1,,Federer,,665
20035,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20035,name_2,Wawrinka,Federer,7-6-4,6-6-5
20036,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20036,name_2,None,Federer,None,665
20037,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20037,name_1,_,Federer,,6-6-5
20038,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20038,name_2,None,Federer,None,665
20039,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20039,name_2,Wawrinka,Federer,7-6-4,6-6-5
20040,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20040,name_2,None,None,None,None
20041,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20041,name_2,None,None,None,None
20042,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20042,name_2,None,None,None,None
20043,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20043,name_2,Wawrinka,Federer,7-6-4,6-6-5
20044,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20044,name_2,Wawrinka,Federer,7-6-4,6-6-5
20045,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20045,name_2,Wawrinka,Federer,7-6-4,6-6-5
20046,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20046,name_1,,Federer,2,6-6-5
20047,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20047,name_1,_,Federer,,665
20048,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20048,name_1,_,Wawrinka,,764
20049,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20049,name_1,_,Wawrinka,,764
20050,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20050,name_2,Wawrinka,None,764,None
20051,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20051,name_2,Wawrinka,None,764,None
20052,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20052,name_1,,Wawrinka,2,7-6-4
20053,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20053,name_2,Wawrinka,None,764,None
20054,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20054,name_2,None,Wawrinka,None,764
20055,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20055,name_2,Wawrinka,Federer,7-6-4,6-6-5-5
20056,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20056,name_2,Wawrinka,None,76-4,None
20057,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20057,name_2,Wawrinka,Federer,7-6-4,6-6-5
20058,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20058,name_2,Wawrinka,None,764,None
20059,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20059,name_2,Wawrinka,None,764,None
20060,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20060,name_2,Wawrinka,Federer,7-6-4,6-6-5-4
20061,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20061,name_2,Wawrinka,Federer,7-6-4,6-6-5
20062,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20062,name_2,Wawrinka,Federer,7-6-4,6-6-5
20063,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20063,name_2,Wawrinka,Federer,7-6-4,6-6-5
20064,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20064,name_2,Wawrinka,Federer,7-6-4,6-6-5
20065,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20065,name_2,Wawrinka,Federer,7-6-4,6-6-5
20066,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20066,name_2,Wawrinka,Federer,7-6-4,6-6-5
20067,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20067,name_2,Wawrinka,Federer,7-6-4,6-6-5
20068,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20068,name_2,Wawrinka,Federer,7-6-4,6-6-5
20069,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20069,name_2,Wawrinka,Federer,7-6-4,6-6-5
20070,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20070,name_2,Wawrinka,Federer,7-6-4,6-6-5-5
20071,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20071,name_2,Wawrinka,Federer,7-6-4,6-6-5-5
20072,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20072,name_2,Wawrinka,None,764,None
20073,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20073,name_2,Wawrinka,None,764,None
20074,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20074,name_2,Wawrinka,Federer,7-6-4,6-6-5
20075,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20075,name_2,Wawrinka,Federer,7-6,6-6-5
20076,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20076,name_2,Wawrinka,Federer,7-6-4,6-6-5
20077,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20077,name_2,Wawrinka,None,764,None
20078,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20078,name_2,Wawrinka,None,764,None
20079,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20079,name_2,Wawrinka,None,764,None
20080,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20080,name_2,Wawrinka,Federe,7-6-4,6-6-5
20081,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20081,name_2,Wawrinka,Federer,764,
20082,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20082,name_2,Wawrinka,Federer,7-6-44,
20083,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20083,name_2,Wawrinka,Federer,7-6-4,7
20084,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20084,name_2,None,Federer,None,665
20085,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20085,name_2,None,Federer,None,66-5
20086,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20086,name_2,None,Federer,None,665
20087,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20087,name_2,Wawrinka,Federer,7-6-4,6-6-5
20088,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20088,name_2,Wawrinka,Federer,7-6-4,6-6-5
20089,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20089,name_2,Wawrinka,Federer,7-6-4,6-6-5
20090,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20090,name_2,Wawrinka,Federer,7-6-4,6-6-5
20091,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20091,name_2,None,Federer,None,665
20092,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20092,name_2,None,Federer,None,665
20093,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20093,name_2,None,Federer,None,665
20094,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20094,name_2,None,Federer,None,665
20095,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20095,name_2,None,Federer,None,665
20096,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20096,name_2,None,Federer,None,665
20097,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20097,name_2,None,Federer,None,66-5
20098,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20098,name_2,None,Federer,None,66-5
20099,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20099,name_2,None,Federer,None,66-5
20100,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20100,name_2,None,Federer,None,66-5
20101,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20101,name_2,None,Federer,None,665
20102,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20102,name_2,None,Federer,None,665
20103,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20103,name_2,None,Federer,None,665
20104,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20104,name_2,None,Federer,None,665
20105,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20105,name_2,None,Federer,None,665
20106,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20106,name_2,None,None,None,None
20107,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20107,name_2,None,Federe,None,66
20108,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20108,name_2,None,Federe,None,66
20109,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20109,name_2,None,None,None,None
20110,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20110,name_2,None,None,None,None
20111,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20111,name_2,None,None,None,None
20112,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20112,name_2,None,None,None,None
20113,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20113,name_2,None,None,None,None
20114,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20114,name_2,None,None,None,None
20115,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20115,name_2,None,Federer,None,66-5
20116,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20116,name_2,None,None,None,None
20117,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20117,name_2,None,None,None,None
20118,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20118,name_2,None,None,None,None
20119,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20119,name_2,None,None,None,None
20120,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20120,name_2,None,None,None,None
20121,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20121,name_2,None,None,None,None
20122,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20122,name_2,None,None,None,None
20123,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20123,name_2,None,None,None,None
20124,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20124,name_2,None,None,None,None
20125,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20125,name_2,None,None,None,None
20126,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20126,name_2,None,None,None,None
20127,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20127,name_2,None,Federer,None,665
20128,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20128,name_2,Wawrinka,Federer,7-6-4,6-6-5
20129,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20129,name_2,Wawrinka,Federer,7-6-4,6-6-5
20130,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20130,name_2,Wawrinka,None,76-4,None
20131,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20131,name_2,Wawrinka,Federer,7-6-4,6-6-5
20132,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20132,name_2,Wawrinka,Federer,7-6-4,6-6-5
20133,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20133,name_2,Wawrinka,Federer,7-6-4,6-6-5
20134,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20134,name_2,Wawrinka,Federer,7-6-4,6-6-5
20135,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20135,name_2,Wawrinka,Federer,7-6-4,6-6-5
20136,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20136,name_2,None,Federer,None,665
20137,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20137,name_2,None,Federer,None,665
20138,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20138,name_2,None,Federer,None,665
20139,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20139,name_2,None,Federer,None,665
20140,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20140,name_2,None,Federer,None,665
20141,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20141,name_2,None,Federer,None,665
20142,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20142,name_2,None,Federer,None,665
20143,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20143,name_2,None,Federer,None,66-5
20144,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20144,name_2,None,None,None,None
20145,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20145,name_2,None,None,None,None
20146,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20146,name_2,None,None,None,None
20147,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20147,name_2,None,None,None,None
20148,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20148,name_2,None,None,None,None
20149,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20149,name_2,None,None,None,None
20150,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20150,name_2,None,None,None,None
20151,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20151,name_2,None,None,None,None
20152,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20152,name_2,None,None,None,None
20153,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20153,name_2,None,Federer,None,665
20154,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20154,name_2,None,Federer,None,665
20155,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20155,name_2,None,Federer,None,665
20156,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20156,name_2,None,Federer,None,665
20157,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20157,name_2,None,Federer,None,665
20158,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20158,name_2,None,Federer,None,665
20159,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20159,name_2,None,Federer,None,665
20160,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20160,name_2,Wawrinka,None,7-6-5,None
20161,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20161,name_2,Wawrinka,None,7-6-44,None
20162,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20162,name_2,Wawrinka,None,7-6-4,None
20163,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20163,name_2,Wawrinka,Federer,7-6-4,6-6-5
20164,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20164,name_2,Wawrinka,None,7-6-4,None
20165,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20165,name_2,Wawrinka,None,7-6-4,None
20166,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20166,name_2,Wawrinka,None,7-6-4,None
20167,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20167,name_2,Wawrinka,None,7-6-4,None
20168,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20168,name_2,Wawrinka,None,7-6-4-4,None
20169,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20169,name_2,None,Federer,None,665
20170,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20170,name_2,Wawrinka,Federer,7-6-4,6-6-5
20171,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20171,name_2,Wawrinka,Federer,7-6-4,6-6-5
20172,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20172,name_2,None,Federer,None,66-5
20173,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20173,name_2,None,Federer,None,665
20174,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20174,name_2,None,_,None,
20175,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20175,name_1,a,Federer,3,6-6-5
20176,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20176,name_2,None,None,None,None
20177,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20177,name_2,None,None,None,None
20178,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20178,name_2,None,Federer,None,665
20179,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20179,name_2,None,Federer,None,665
20180,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20180,name_2,Wawrinka,Federer,7-6-4,6-6-5
20181,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20181,name_2,None,Federer,None,665
20182,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20182,name_2,None,Federer,None,6-6
20183,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20183,name_2,None,None,None,None
20184,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20184,name_2,None,Federer,None,665
20185,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20185,name_2,Wawrinka,Federer,7-6-4,6-6-5
20186,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20186,name_2,Wawrinka,Federer,7-6-4,6-6-5
20187,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20187,name_2,Wawrinka,Federer,7-6-4,6-6-5
20188,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20188,name_2,Wawrinka,Federer,7-6-4,6-6-5
20189,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20189,name_2,Wawrinka,Federer,7-6-4,6-6-5
20190,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20190,name_2,Wawrinka,Federer,7-6-4,6-6-5
20191,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20191,name_2,Wawrinka,Federer,7-6-4,6-6-5
20192,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20192,name_2,Wawrinka,Federer,7-6-4,6-6-5
20193,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20193,name_2,Wawrinka,Federer,7-6-4,6-6-5
20194,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20194,name_2,None,None,None,None
20195,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20195,name_2,None,Federer,None,665
20196,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20196,name_2,Wawrinka,Federer,7-6-4,6-6-5
20197,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20197,name_2,None,Federer,None,665
20198,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20198,name_2,None,Federer,None,665
20199,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20199,name_2,Wawrinka,Federer,7-6-4,6-6-5
20200,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20200,name_2,Wawrinka,Federer,7-6-4-3,6-6-5-5
20201,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20201,name_2,Wawrinka,Federer,7-6-4,6-6-5-4
20202,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20202,name_2,None,Federer,None,66-5-4
20203,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20203,name_2,Wawrinka,Federer,7-6-4,6-6-5-4
20204,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20204,name_2,None,Federer,None,665-4
20205,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20205,name_2,None,None,None,None
20206,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20206,name_2,None,None,None,None
20207,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20207,name_2,None,Federer,None,665
20208,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20208,name_2,None,Federer,None,665
20209,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20209,name_2,None,Federer,None,665
20210,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20210,name_2,None,Federer,None,665
20211,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20211,name_2,None,Federer,None,665
20212,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20212,name_2,None,Federer,None,66-5
20213,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20213,name_2,None,Federer,None,665
20214,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20214,name_2,None,Federer,None,665
20215,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20215,name_2,None,Federer,None,665
20216,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20216,name_2,None,Federer,None,665
20217,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20217,name_2,None,Federer,None,665
20218,192.92,906.35,525.27,995.56,name_2,Wawrinka,Federer,7-6-4,6-6-5,20218,name_2,Wawrinka,Federer,7-6-4,6-6-5
